term,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],specification,bandwidth_m
C(boundary_school_name)[T.SHUQUN PRIMARY SCHOOL],-0.13416742292039882,0.009435222889670396,-14.219846683991344,6.9003948070258464e-46,-0.15266011997026074,-0.11567472587053691,uncontrolled,300
C(boundary_school_name)[T.SI LING PRIMARY SCHOOL],-0.025628765119514212,0.007882571965962561,-3.2513201566926155,0.001148704239990034,-0.04107832227834592,-0.010179207960682503,uncontrolled,300
C(boundary_school_name)[T.SOUTH VIEW PRIMARY SCHOOL],-0.0013850361440802357,0.0068105426282612245,-0.20336648923286224,0.8388485902127534,-0.014733454410646996,0.011963382122486526,uncontrolled,300
C(boundary_school_name)[T.SPRINGDALE PRIMARY SCHOOL],0.09868777044784782,0.0068484677825297,14.410197080812482,4.464346821624832e-47,0.08526502024480673,0.11211052065088892,uncontrolled,300
C(boundary_school_name)[T.ST ANDREW'S SCHOOL (JUNIOR)],0.020895884898605572,0.010839269489353721,1.9277945731609876,0.05388068300650691,-0.0003486929192515857,0.042140462716462726,uncontrolled,300
C(boundary_school_name)[T.ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL],-0.0521460519793439,0.00947239885532082,-5.505052392304249,3.690584970773102e-08,-0.07071161258297115,-0.03358049137571666,uncontrolled,300
C(boundary_school_name)[T.ST. ANTHONY'S PRIMARY SCHOOL],0.0693405331475034,0.008449536808102297,8.20643009460737,2.278621148470518e-16,0.05277974531757737,0.08590132097742942,uncontrolled,300
C(boundary_school_name)[T.ST. GABRIEL'S PRIMARY SCHOOL],0.1583762385652446,0.009388511293857456,16.869153543955804,7.587585992402176e-64,0.13997509456083645,0.17677738256965275,uncontrolled,300
C(boundary_school_name)[T.ST. HILDA'S PRIMARY SCHOOL],0.13663076761039653,0.00735079986709599,18.587197322836914,4.079448396763573e-77,0.12222346461332657,0.1510380706074665,uncontrolled,300
C(boundary_school_name)[T.ST. JOSEPH'S INSTITUTION JUNIOR],-0.05525223237299016,0.0134830329353996,-4.097908285006547,4.169003926196015e-05,-0.08167849132874073,-0.028825973417239577,uncontrolled,300
C(boundary_school_name)[T.ST. MARGARET'S SCHOOL (PRIMARY)],0.10182454418163343,0.01182781123593625,8.60890845740432,7.375951955376105e-18,0.0786424601432602,0.12500662822000666,uncontrolled,300
C(boundary_school_name)[T.ST. STEPHEN'S SCHOOL],0.03464851131654041,0.013242265593727013,2.6165093179337635,0.008883393969141203,0.00869414767912155,0.060602874953959274,uncontrolled,300
C(boundary_school_name)[T.TAMPINES NORTH PRIMARY SCHOOL],0.15771422248476727,0.007409002930950664,21.286834943191288,1.5034513474821228e-100,0.14319284357875225,0.17223560139078228,uncontrolled,300
C(boundary_school_name)[T.TAMPINES PRIMARY SCHOOL],0.05197767614105613,0.00731453398613224,7.106081705218893,1.1938375539967522e-12,0.03764145296454274,0.06631389931756952,uncontrolled,300
C(boundary_school_name)[T.TANJONG KATONG PRIMARY SCHOOL],0.03808266652743438,0.011197337807564147,3.4010464971154453,0.0006712840869819507,0.016136287701879963,0.0600290453529888,uncontrolled,300
C(boundary_school_name)[T.TAO NAN SCHOOL],0.57714044380962,0.0202026169115885,28.56760816360203,1.697789494978862e-179,0.5375440422694467,0.6167368453497933,uncontrolled,300
C(boundary_school_name)[T.TECK GHEE PRIMARY SCHOOL],0.013475716737609167,0.009765010416447362,1.3800002419773976,0.1675865703260293,-0.005663351987286139,0.03261478546250447,uncontrolled,300
C(boundary_school_name)[T.TECK WHYE PRIMARY SCHOOL],0.1225545993286959,0.007713271773901766,15.888795691520349,7.576928129028632e-57,0.10743686444887907,0.13767233420851274,uncontrolled,300
C(boundary_school_name)[T.TELOK KURAU PRIMARY SCHOOL],-0.14395734949824163,0.009890893632839674,-14.554534184886537,5.465697029719046e-48,-0.16334314479352394,-0.12457155420295933,uncontrolled,300
C(boundary_school_name)[T.TEMASEK PRIMARY SCHOOL],-0.009962472776068782,0.01222504847535887,-0.8149229670662987,0.41511640570808817,-0.03392312749702847,0.013998181944890904,uncontrolled,300
C(boundary_school_name)[T.TOWNSVILLE PRIMARY SCHOOL],0.24547799202233417,0.00914106676582927,26.85441407560539,7.490598306986599e-159,0.22756183038103278,0.26339415366363556,uncontrolled,300
C(boundary_school_name)[T.UNITY PRIMARY SCHOOL],0.00479996419261393,0.011067323785724953,0.43370595146092167,0.6645019842826702,-0.01689159183265046,0.026491520217878324,uncontrolled,300
C(boundary_school_name)[T.VALOUR PRIMARY SCHOOL],0.06893995106627042,0.007236951237944743,9.526104128601123,1.6329666743271152e-21,0.054755787282026167,0.08312411485051467,uncontrolled,300
C(boundary_school_name)[T.WATERWAY PRIMARY SCHOOL],0.02324821199851286,0.007186738995989229,3.2348763481583522,0.0012169542132776038,0.009162462400084424,0.0373339615969413,uncontrolled,300
C(boundary_school_name)[T.WELLINGTON PRIMARY SCHOOL],0.05650986899444933,0.0074438290732033825,7.591505452197445,3.162098622398042e-14,0.04192023210389853,0.07109950588500014,uncontrolled,300
C(boundary_school_name)[T.WEST GROVE PRIMARY SCHOOL],-0.0980965592054814,0.007746131728593715,-12.66394151849655,9.367534716030773e-37,-0.11327869841302807,-0.08291441999793472,uncontrolled,300
C(boundary_school_name)[T.WEST SPRING PRIMARY SCHOOL],0.09549829494135849,0.008327657062045978,11.467606582480476,1.9189343915055978e-30,0.07917638702414773,0.11182020285856925,uncontrolled,300
C(boundary_school_name)[T.WEST VIEW PRIMARY SCHOOL],-0.049039196477420485,0.008006080665257487,-6.1252438649821315,9.054481891292613e-10,-0.06473082623864763,-0.033347566716193336,uncontrolled,300
C(boundary_school_name)[T.WESTWOOD PRIMARY SCHOOL],-0.07783277021917769,0.008236796551277407,-9.449398165249931,3.407844162839756e-21,-0.09397659480766513,-0.061688945630690245,uncontrolled,300
C(boundary_school_name)[T.WHITE SANDS PRIMARY SCHOOL],0.10744292036566758,0.008124489203770192,13.224575437408223,6.32936150794082e-40,0.0915192141334935,0.12336662659784166,uncontrolled,300
C(boundary_school_name)[T.WOODGROVE PRIMARY SCHOOL],-0.01093556692201201,0.008427182420031746,-1.2976539935836364,0.19440625943240186,-0.027452540956423323,0.005581407112399305,uncontrolled,300
C(boundary_school_name)[T.WOODLANDS PRIMARY SCHOOL],-0.03249936674621954,0.007721668286315264,-4.208853001859272,2.5667029593561725e-05,-0.04763355848796258,-0.017365175004476503,uncontrolled,300
C(boundary_school_name)[T.WOODLANDS RING PRIMARY SCHOOL],0.031437874330602675,0.007811377429953112,4.024626208695613,5.706588352039613e-05,0.016127855898245527,0.04674789276295982,uncontrolled,300
C(boundary_school_name)[T.XINGHUA PRIMARY SCHOOL],-0.017637424852844683,0.01129917248110253,-1.560948368771488,0.11853593354676188,-0.039783395970911725,0.004508546265222364,uncontrolled,300
C(boundary_school_name)[T.XINGNAN PRIMARY SCHOOL],-0.046274297102575905,0.00803104603799644,-5.76192651413567,8.315920668715837e-09,-0.06201485809523202,-0.03053373610991979,uncontrolled,300
C(boundary_school_name)[T.XINMIN PRIMARY SCHOOL],0.043514441527382215,0.00861187741192868,5.0528403327140365,4.352877728767957e-07,0.02663547196072799,0.06039341109403644,uncontrolled,300
C(boundary_school_name)[T.XISHAN PRIMARY SCHOOL],-0.1885585902778919,0.00822931688104501,-22.913030693010274,3.445228188962028e-116,-0.20468775498210762,-0.1724294255736762,uncontrolled,300
C(boundary_school_name)[T.YANGZHENG PRIMARY SCHOOL],-0.007469649794084323,0.013682360076473266,-0.5459328472818326,0.5851120983517797,-0.034286582767480624,0.019347283179311982,uncontrolled,300
C(boundary_school_name)[T.YEW TEE PRIMARY SCHOOL],-0.058200610941576095,0.009928056430827998,-5.862236113088065,4.5667501634867185e-09,-0.07765924398248025,-0.038741977900671944,uncontrolled,300
C(boundary_school_name)[T.YIO CHU KANG PRIMARY SCHOOL],0.12946406259353216,0.007414388425163928,17.461192369439395,2.8296167588799274e-68,0.11493212831282021,0.1439959968742441,uncontrolled,300
C(boundary_school_name)[T.YISHUN PRIMARY SCHOOL],-0.03088595094278156,0.007988640272883738,-3.8662337879475395,0.00011052898937605965,-0.04654339816307992,-0.015228503722483203,uncontrolled,300
C(boundary_school_name)[T.YU NENG PRIMARY SCHOOL],-0.053027695678409065,0.00897071324669302,-5.911201731697007,3.39620789387636e-09,-0.07060997055756377,-0.03544542079925437,uncontrolled,300
C(boundary_school_name)[T.YUHUA PRIMARY SCHOOL],0.02687278170060395,0.00932306516167957,2.882397713045992,0.003946612480089263,0.008599909758191901,0.045145653643016,uncontrolled,300
C(boundary_school_name)[T.ZHANGDE PRIMARY SCHOOL],0.07733000550624267,0.013165923391942376,5.873496541349245,4.266979375222371e-09,0.05152526983482218,0.10313474117766315,uncontrolled,300
C(boundary_school_name)[T.ZHENGHUA PRIMARY SCHOOL],-0.03296247470884814,0.007664798981945397,-4.300500872428875,1.7041250048613717e-05,-0.04798520466220039,-0.01793974475549589,uncontrolled,300
C(boundary_school_name)[T.ZHONGHUA PRIMARY SCHOOL],-0.010873478955070489,0.011426858824777545,-0.9515720043283348,0.34131408521456363,-0.03326971070805816,0.011522752797917186,uncontrolled,300
treat,-0.0018429405388142252,0.0017612008869393931,-1.0464113165516733,0.29537117017508574,-0.005294830846755435,0.0016089497691269851,uncontrolled,300
running_km,0.03567653244467708,0.008277924744635002,4.309840152605804,1.6337259072144207e-05,0.01945209807845955,0.05190096681089461,uncontrolled,300
treat:running_km,-0.012412979491759932,0.011990827968276425,-1.0352062029911842,0.3005726225414993,-0.03591457045439732,0.01108861147087745,uncontrolled,300
treat:good_school,-0.027008060212345607,0.0045189242751255574,-5.976656958164051,2.2776310416505498e-09,-0.03586498904045547,-0.01815113138423574,uncontrolled,300
running_km:good_school,-0.07977866008504979,0.02117945920854384,-3.7667940101542774,0.00016535732486541886,-0.12128963734583091,-0.038267682824268665,uncontrolled,300
treat:running_km:good_school,-0.013392058613373715,0.030581545073867327,-0.4379130806185968,0.6614492930052278,-0.07333078554974198,0.04654666832299455,uncontrolled,300
Intercept,10.796313107896102,0.04670920954573471,231.1388527636083,0.0,10.704764739440128,10.887861476352077,controlled,300
C(boundary_school_name)[T.AHMAD IBRAHIM PRIMARY SCHOOL],0.06850377073180686,0.0037159943982922926,18.434842303123002,6.901968589445785e-76,0.061220555544401374,0.07578698591921235,controlled,300
C(boundary_school_name)[T.AI TONG SCHOOL],0.13472078705269558,0.003337829964919349,40.36178848791382,0.0,0.12817876053493507,0.14126281357045609,controlled,300
C(boundary_school_name)[T.ALEXANDRA PRIMARY SCHOOL],0.3959782918094895,0.01114343160958725,35.53468138744708,1.4327620954926482e-276,0.3741375671905133,0.41781901642846575,controlled,300
C(boundary_school_name)[T.ANCHOR GREEN PRIMARY SCHOOL],-0.10832150576600466,0.0036441769817482316,-29.724545846299502,3.699886061312716e-194,-0.11546396140352107,-0.10117905012848825,controlled,300
C(boundary_school_name)[T.ANDERSON PRIMARY SCHOOL],0.08342623870235048,0.004166155647541973,20.024753216210698,3.351686347300203e-89,0.07526072367918007,0.09159175372552089,controlled,300
C(boundary_school_name)[T.ANG MO KIO PRIMARY SCHOOL],0.1469538302774552,0.003345431960541686,43.926713204970014,0.0,0.14039690412206426,0.15351075643284615,controlled,300
C(boundary_school_name)[T.ANGLO-CHINESE SCHOOL (JUNIOR)],0.22173496839655504,0.005793758853589833,38.2713492224771,0.0,0.2103794097084089,0.23309052708470118,controlled,300
C(boundary_school_name)[T.ANGLO-CHINESE SCHOOL (PRIMARY)],0.25579238739851634,0.011296808656801913,22.64288925921582,1.639383496207162e-113,0.2336510492909443,0.2779337255060884,controlled,300
C(boundary_school_name)[T.ANGSANA PRIMARY SCHOOL],0.14912676697476276,0.005176244368087723,28.80983902038133,1.615048874128576e-182,0.13898151443813253,0.159272019511393,controlled,300
C(boundary_school_name)[T.BEACON PRIMARY SCHOOL],0.07376192428377823,0.0035106420241367785,21.01095007028389,5.208230043689421e-98,0.06688119235385735,0.08064265621369911,controlled,300
C(boundary_school_name)[T.BEDOK GREEN PRIMARY SCHOOL],0.18533421687491164,0.004838273567109083,38.305857307206935,0.0,0.1758513749360257,0.19481705881379757,controlled,300
C(boundary_school_name)[T.BENDEMEER PRIMARY SCHOOL],0.18612914927990107,0.003900019885210701,47.72517955247434,0.0,0.17848525076589805,0.19377304779390409,controlled,300
C(boundary_school_name)[T.BLANGAH RISE PRIMARY SCHOOL],0.1996029490185641,0.011435200307930682,17.455133591331407,3.1464071734419115e-68,0.17719036825901863,0.22201552977810957,controlled,300
C(boundary_school_name)[T.BOON LAY GARDEN PRIMARY SCHOOL],-0.016667876851394068,0.002704497562002379,-6.163021585071559,7.136977426690282e-10,-0.02196859466919511,-0.011367159033593024,controlled,300
C(boundary_school_name)[T.BUKIT PANJANG PRIMARY SCHOOL],0.0677395165995183,0.004247519911168439,15.948016258005959,2.9409109398290955e-57,0.059414530550011384,0.0760645026490252,controlled,300
C(boundary_school_name)[T.BUKIT TIMAH PRIMARY SCHOOL],0.061337403407883795,0.0038242203198690632,16.039191855448305,6.80339003200191e-58,0.05384206931199419,0.0688327375037734,controlled,300
C(boundary_school_name)[T.BUKIT VIEW PRIMARY SCHOOL],0.060394829726372674,0.0020254367003499085,29.81817684844905,2.2710147808816683e-195,0.056425046740721206,0.06436461271202414,controlled,300
C(boundary_school_name)[T.CANBERRA PRIMARY SCHOOL],-0.05869178565025517,0.003099160601561164,-18.937961982573576,5.550436061621446e-80,-0.06476602881162054,-0.0526175424888898,controlled,300
C(boundary_school_name)[T.CANOSSA CATHOLIC PRIMARY SCHOOL],0.18864483561614848,0.0037810301594128886,49.892444033147015,0.0,0.18123415267923948,0.19605551855305747,controlled,300
C(boundary_school_name)[T.CANTONMENT PRIMARY SCHOOL],0.3185382460960782,0.008952437148654624,35.58117647817816,2.7390593280553433e-277,0.3009917917108567,0.33608470048129974,controlled,300
C(boundary_school_name)[T.CASUARINA PRIMARY SCHOOL],0.09380395036197531,0.005351364087892939,17.528979307201265,8.610120913748626e-69,0.08331546948154411,0.1042924312424065,controlled,300
C(boundary_school_name)[T.CEDAR PRIMARY SCHOOL],0.27007264333980613,0.004229229944230566,63.85858581849729,0.0,0.2617835049667759,0.2783617817128364,controlled,300
C(boundary_school_name)[T.CHANGKAT PRIMARY SCHOOL],0.16789631172294867,0.005229752251351843,32.104066053903225,3.8688622726785004e-226,0.1576461856622318,0.17814643778366554,controlled,300
C(boundary_school_name)[T.CHIJ (KATONG) PRIMARY],0.4063119233096101,0.016492233165797343,24.63656190310515,5.127650115352269e-134,0.3739877402800103,0.43863610633920985,controlled,300
C(boundary_school_name)[T.CHIJ (KELLOCK)],0.3655334941661998,0.01156998915703525,31.59324431552586,4.571576621552595e-219,0.34285673211689177,0.3882102562155078,controlled,300
C(boundary_school_name)[T.CHIJ OUR LADY OF GOOD COUNSEL],0.11020142901611542,0.003550474174101766,31.0385102418032,1.6304242095486194e-211,0.10324262750683637,0.11716023052539447,controlled,300
C(boundary_school_name)[T.CHIJ OUR LADY OF THE NATIVITY],-0.04815574803670558,0.0037022254097058907,-13.007243673078008,1.112840893620629e-38,-0.055411976502378175,-0.04089951957103299,controlled,300
C(boundary_school_name)[T.CHIJ OUR LADY QUEEN OF PEACE],0.07117158449426846,0.0036724624939736576,19.379798870936806,1.142927462871031e-83,0.06397369027150594,0.07836947871703097,controlled,300
C(boundary_school_name)[T.CHIJ PRIMARY (TOA PAYOH)],0.16717219507987452,0.003736003924490444,44.74625788908271,0.0,0.15984976194177294,0.1744946282179761,controlled,300
C(boundary_school_name)[T.CHONGFU SCHOOL],0.07319000230148133,0.0033590190482058013,21.78910010664432,2.9437859923822937e-105,0.06660644594361395,0.07977355865934871,controlled,300
C(boundary_school_name)[T.CHONGZHENG PRIMARY SCHOOL],0.13365743718367537,0.005214898995048718,25.62991868309939,7.08092355434895e-145,0.12343642297036576,0.143878451396985,controlled,300
C(boundary_school_name)[T.CHUA CHU KANG PRIMARY SCHOOL],0.05747693740939799,0.0035169643747722636,16.342769298912742,4.897695546853963e-60,0.050583813899933924,0.06437006091886206,controlled,300
C(boundary_school_name)[T.CLEMENTI PRIMARY SCHOOL],-0.13063913433553237,0.006211029159723804,-21.033411851079073,3.244563271718499e-98,-0.1428125277955191,-0.11846574087554564,controlled,300
C(boundary_school_name)[T.COMPASSVALE PRIMARY SCHOOL],-0.12267047864897421,0.0034920350252791513,-35.12865070394533,2.462821972770243e-270,-0.12951474153127376,-0.11582621576667465,controlled,300
C(boundary_school_name)[T.CONCORD PRIMARY SCHOOL],0.034077088430534974,0.002712839396004243,12.56141018916465,3.441438060755764e-36,0.028760020918525264,0.03939415594254468,controlled,300
C(boundary_school_name)[T.CORPORATION PRIMARY SCHOOL],-0.0010301957038015605,0.0026072182167924153,-0.39513213630003713,0.6927453731869991,-0.0061402495085514375,0.004079858100948316,controlled,300
C(boundary_school_name)[T.DAMAI PRIMARY SCHOOL],0.15747693269952232,0.0047186122975155,33.37356891610675,3.3160031165764325e-244,0.14822862253938413,0.1667252428596605,controlled,300
C(boundary_school_name)[T.DAZHONG PRIMARY SCHOOL],0.03673845991252535,0.0022388719732575843,16.40936165683046,1.6391983495425352e-60,0.03235035147894436,0.04112656834610633,controlled,300
C(boundary_school_name)[T.DE LA SALLE SCHOOL],-0.05219246526883522,0.003005983773226285,-17.362856624078745,1.5767906246910253e-67,-0.058084085202470555,-0.04630084533519988,controlled,300
C(boundary_school_name)[T.EAST SPRING PRIMARY SCHOOL],0.13819707434818795,0.005208124840039484,26.534900485822504,3.836459960473397e-155,0.12798933723472214,0.14840481146165377,controlled,300
C(boundary_school_name)[T.EDGEFIELD PRIMARY SCHOOL],-0.14517661215956365,0.003510570774398273,-41.35413341280594,0.0,-0.15205720444256315,-0.13829601987656415,controlled,300
C(boundary_school_name)[T.ELIAS PARK PRIMARY SCHOOL],0.08961721162640768,0.005415419525030536,16.548526150594466,1.6407025977108262e-61,0.07900318439617282,0.10023123885664253,controlled,300
C(boundary_school_name)[T.ENDEAVOUR PRIMARY SCHOOL],-0.03523960383334668,0.0034387825616320742,-10.247697608604156,1.2119601069599828e-24,-0.041979493804809934,-0.02849971386188342,controlled,300
C(boundary_school_name)[T.EVERGREEN PRIMARY SCHOOL],-0.002174765809203571,0.0020493765587665056,-1.061184095182847,0.2886062459869103,-0.006191470055146555,0.0018419384367394133,controlled,300
C(boundary_school_name)[T.FAIRFIELD METHODIST SCHOOL (PRIMARY)],0.2517769791464442,0.01178848193068825,21.357879719101764,3.294284231040812e-101,0.22867197912989404,0.2748819791629944,controlled,300
C(boundary_school_name)[T.FARRER PARK PRIMARY SCHOOL],0.2311159430478873,0.0038749648489214104,59.64336505199989,0.0,0.22352115150264265,0.23871073459313194,controlled,300
C(boundary_school_name)[T.FENGSHAN PRIMARY SCHOOL],0.17361177907259867,0.004729271620752826,36.71004606941193,5.049447067458519e-295,0.16434257702281577,0.18288098112238158,controlled,300
C(boundary_school_name)[T.FERN GREEN PRIMARY SCHOOL],-0.16713909730319684,0.0035675813347207943,-46.84941466549002,0.0,-0.17413142823116692,-0.16014676637522676,controlled,300
C(boundary_school_name)[T.FERNVALE PRIMARY SCHOOL],-0.18771508218247562,0.00354783499820818,-52.90975546418601,0.0,-0.19466871100205438,-0.18076145336289687,controlled,300
C(boundary_school_name)[T.FIRST TOA PAYOH PRIMARY SCHOOL],0.23011154779481702,0.003094040990110105,74.37249491210788,0.0,0.22404733888751055,0.23617575670212348,controlled,300
C(boundary_school_name)[T.FRONTIER PRIMARY SCHOOL],-0.09276829840822141,0.0028860149230034208,-32.144081331249396,1.0685082467882333e-226,-0.09842478371615325,-0.08711181310028958,controlled,300
C(boundary_school_name)[T.FUCHUN PRIMARY SCHOOL],0.04989507070408262,0.0033559896555650837,14.867468563660173,5.360209547878878e-50,0.043317451846686075,0.05647268956147916,controlled,300
C(boundary_school_name)[T.FUHUA PRIMARY SCHOOL],0.04780622091184109,0.002434142628131083,19.639860195269808,7.059225061633984e-86,0.0430353890274705,0.052577052796211686,controlled,300
C(boundary_school_name)[T.GAN ENG SENG PRIMARY SCHOOL],0.2698032153650329,0.010854643975219671,24.856017017322092,2.2261605223771495e-136,0.24852850410859764,0.29107792662146814,controlled,300
C(boundary_school_name)[T.GEYLANG METHODIST SCHOOL (PRIMARY)],0.2445334891598965,0.004246852826161856,57.579930166993,0.0,0.23620981057297713,0.2528571677468159,controlled,300
C(boundary_school_name)[T.GONGSHANG PRIMARY SCHOOL],0.12658480048717452,0.005150214794682564,24.578547795301542,2.1425518774540125e-133,0.11649056497695134,0.1366790359973977,controlled,300
C(boundary_school_name)[T.GREENDALE PRIMARY SCHOOL],-0.15545047121629416,0.0035437538266249007,-43.86604680279003,0.0,-0.16239610108655497,-0.14850484134603334,controlled,300
C(boundary_school_name)[T.GREENRIDGE PRIMARY SCHOOL],0.04034042507340027,0.0034932531307345477,11.548096734953084,7.547329877142587e-31,0.03349377474827877,0.04718707539852177,controlled,300
C(boundary_school_name)[T.GREENWOOD PRIMARY SCHOOL],-0.005804501440317353,0.0020289449970454856,-2.8608471145199927,0.004225107475123997,-0.009781160561139231,-0.0018278423194954749,controlled,300
C(boundary_school_name)[T.HAIG GIRLS' SCHOOL],0.2994636445218901,0.0053850627020480425,55.61005713229641,0.0,0.288909115571386,0.31001817347239424,controlled,300
C(boundary_school_name)[T.HENRY PARK PRIMARY SCHOOL],0.25181412301997047,0.011717162214991977,21.49105034133411,1.8879198663199286e-102,0.22884890707757263,0.27477933896236834,controlled,300
C(boundary_school_name)[T.HOLY INNOCENTS' PRIMARY SCHOOL],-0.03125392056115856,0.003749641304226324,-8.33517609429238,7.738293662163449e-17,-0.038603082472385954,-0.02390475864993117,controlled,300
C(boundary_school_name)[T.HONG WEN SCHOOL],0.184052095560147,0.0036219108094932314,50.8162970434656,0.0,0.17695328081832395,0.19115091030197007,controlled,300
C(boundary_school_name)[T.HORIZON PRIMARY SCHOOL],-0.1469844650848313,0.003637896933791304,-40.40369140740021,0.0,-0.15411461205453095,-0.13985431811513163,controlled,300
C(boundary_school_name)[T.HOUGANG PRIMARY SCHOOL],-0.07786902476187632,0.0034287842299703876,-22.710389321450194,3.536952969729271e-114,-0.08458931836337719,-0.07114873116037546,controlled,300
C(boundary_school_name)[T.HUAMIN PRIMARY SCHOOL],0.09090913581229515,0.0038638933767802877,23.527858288897217,2.116044579203904e-122,0.08333604395370293,0.09848222767088737,controlled,300
C(boundary_school_name)[T.INNOVA PRIMARY SCHOOL],0.03092396730791793,0.0021829636793345678,14.166047562158466,1.4863381106113973e-45,0.026645437116863135,0.035202497498972724,controlled,300
C(boundary_school_name)[T.JIEMIN PRIMARY SCHOOL],0.10850046216483353,0.0038920686930312208,27.877324559842545,5.02563078747062e-171,0.10087214770113645,0.1161287766285306,controlled,300
C(boundary_school_name)[T.JING SHAN PRIMARY SCHOOL],0.1347142872491578,0.0034476893759980407,39.07378900982359,0.0,0.12795694024232027,0.14147163425599532,controlled,300
C(boundary_school_name)[T.JUNYUAN PRIMARY SCHOOL],0.14802244552776433,0.00513799064240757,28.809403486652453,1.6354661357670714e-182,0.1379521689157417,0.15809272213978698,controlled,300
C(boundary_school_name)[T.JURONG PRIMARY SCHOOL],0.025271306117106696,0.0018825441079058044,13.424018067347816,4.373427941709471e-41,0.021581587466303235,0.028961024767910157,controlled,300
C(boundary_school_name)[T.JURONG WEST PRIMARY SCHOOL],-0.08788963753517082,0.0029771771910681753,-29.521130888295257,1.5420712210611426e-191,-0.09372479760525856,-0.08205447746508307,controlled,300
C(boundary_school_name)[T.KEMING PRIMARY SCHOOL],0.09023439043429747,0.002704080350475557,33.36971492671372,3.77156265002915e-244,0.08493449033606293,0.09553429053253201,controlled,300
C(boundary_school_name)[T.KHENG CHENG SCHOOL],0.15669695089661062,0.0030321528600227555,51.67844700792382,0.0,0.1507540404953459,0.16263986129787533,controlled,300
C(boundary_school_name)[T.KONG HWA SCHOOL],0.21767929515952836,0.004339985160644324,50.156691118089256,0.0,0.2091730805512272,0.22618550976782953,controlled,300
C(boundary_school_name)[T.KRANJI PRIMARY SCHOOL],-0.045194069521066534,0.003088714350675497,-14.632000369727509,1.755488692483623e-48,-0.05124783840692253,-0.03914030063521054,controlled,300
C(boundary_school_name)[T.KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL],0.13358860489994442,0.0032073872974644865,41.650288072646944,0.0,0.12730224131244278,0.13987496848744607,controlled,300
C(boundary_school_name)[T.LAKESIDE PRIMARY SCHOOL],0.04042473436415294,0.002856896530525444,14.149876949417544,1.8708435231383975e-45,0.034825320056765634,0.04602414867154025,controlled,300
C(boundary_school_name)[T.LIANHUA PRIMARY SCHOOL],0.05279265605933056,0.001955524746041577,26.996669904686605,1.6171245904181077e-160,0.04895989798621223,0.05662541413244889,controlled,300
C(boundary_school_name)[T.MAHA BODHI SCHOOL],0.20311665864709116,0.005119611965281988,39.67422922371882,0.0,0.19308240358031814,0.2131509137138642,controlled,300
C(boundary_school_name)[T.MARSILING PRIMARY SCHOOL],0.058580728086882056,0.002779747483407,21.074118579678515,1.3744120098209114e-98,0.053132523133288485,0.06402893304047563,controlled,300
C(boundary_school_name)[T.MARYMOUNT CONVENT SCHOOL],0.2448520481907874,0.0033874214183144615,72.28272421818208,0.0,0.23821282421043147,0.2514912721711433,controlled,300
C(boundary_school_name)[T.MAYFLOWER PRIMARY SCHOOL],0.1625895491445223,0.0034302345872901908,47.3989591694265,0.0,0.15586641289490993,0.1693126853941347,controlled,300
C(boundary_school_name)[T.MEE TOH SCHOOL],-0.12499002855366151,0.0035471521803501225,-35.23672574468579,5.4796469582258095e-272,-0.13194231907483048,-0.11803773803249254,controlled,300
C(boundary_school_name)[T.MERIDIAN PRIMARY SCHOOL],0.10975647207530748,0.005375853528376668,20.416566689541177,1.1914940711741574e-92,0.09921999277352664,0.12029295137708831,controlled,300
C(boundary_school_name)[T.METHODIST GIRLS' SCHOOL (PRIMARY)],0.08086181059610062,0.008079148764445467,10.008704252600896,1.395684938648796e-23,0.06502696999204623,0.09669665120015501,controlled,300
C(boundary_school_name)[T.MONTFORT JUNIOR SCHOOL],-0.0411204375849493,0.0036174550289693385,-11.36722841214285,6.089044922321713e-30,-0.0482105191574225,-0.0340303560124761,controlled,300
C(boundary_school_name)[T.NAN CHIAU PRIMARY SCHOOL],-0.11775875632559664,0.0036396915305129725,-32.35404850613807,1.2168619567305413e-229,-0.12489242064023753,-0.11062509201095574,controlled,300
C(boundary_school_name)[T.NAN HUA PRIMARY SCHOOL],-0.0406838422483702,0.006082996171857416,-6.688125571505591,2.2604714027287362e-11,-0.052606295663305755,-0.02876138883343464,controlled,300
C(boundary_school_name)[T.NAVAL BASE PRIMARY SCHOOL],0.029014372772787986,0.004019434153133136,7.218521729027797,5.255574048568803e-13,0.021136426594416786,0.036892318951159186,controlled,300
C(boundary_school_name)[T.NEW TOWN PRIMARY SCHOOL],0.2565535276483311,0.011368831025970881,22.566394650625202,9.270380271315611e-113,0.23427102829110663,0.2788360270055556,controlled,300
C(boundary_school_name)[T.NGEE ANN PRIMARY SCHOOL],0.33621611856194783,0.008304590418799117,40.48557503821679,0.0,0.31993942043474516,0.3524928166891505,controlled,300
C(boundary_school_name)[T.NORTH SPRING PRIMARY SCHOOL],-0.09365453939178636,0.00366257570305116,-25.570676754549027,3.234056925941388e-144,-0.1008330558604181,-0.08647602292315462,controlled,300
C(boundary_school_name)[T.NORTH VIEW PRIMARY SCHOOL],0.039804741102580206,0.003906605430101692,10.189086616188945,2.2183861571129823e-24,0.032147935157772284,0.04746154704738813,controlled,300
