specification,bandwidth_m,sample_size,cutoff_coef_log_points,cutoff_std_err,cutoff_p_value,cutoff_premium_pct,cutoff_price_jump_sgd_at_local_mean_price,cutoff_price_jump_sgd_at_local_median_price,local_mean_resale_price,local_median_resale_price,cutoff_ci_low_pct,cutoff_ci_high_pct,r_squared,boundary_school_name,school_group,inside_n,outside_n
uncontrolled,500,6715,0.10091500517668595,0.02176923645086463,3.557824843375677e-06,0.10618261797154482,62027.088597783346,55214.96134520331,584154.824798213,520000.0,0.05997709747297786,0.1544022858791767,0.10652109566514556,TECK GHEE PRIMARY SCHOOL,non_good,4330,2385
controlled,100,1579,-0.01659904662252372,0.008030165506250901,0.038726004982361284,-0.016462041546764006,-9451.660417532035,-9218.743266187843,574148.7403419886,560000.0,-0.0318208834016932,-0.0008595526031086598,0.9294690533202131,TECK WHYE PRIMARY SCHOOL,non_good,723,856
uncontrolled,100,1579,0.006275262982295214,0.028346794105516614,0.8248006918411239,0.0062949936952563235,3614.262700592178,3525.196469343541,574148.7403419886,560000.0,-0.04808968300405414,0.06378678354050082,0.004751529848164293,TECK WHYE PRIMARY SCHOOL,non_good,723,856
controlled,200,2799,-0.019050624803367455,0.005653304838821887,0.0007521705406274465,-0.01887030851217908,-10646.46707504126,-10378.669681698493,564191.4687388353,550000.0,-0.029681685741241637,-0.007938469908873147,0.9133644008393914,TECK WHYE PRIMARY SCHOOL,non_good,1300,1499
uncontrolled,200,2799,-0.0263315871487973,0.019359474608085788,0.17378576644870747,-0.025987933827417375,-14662.17055557827,-14293.363605079556,564191.4687388353,550000.0,-0.062254001708775264,0.011680675554487374,0.007387096530801385,TECK WHYE PRIMARY SCHOOL,non_good,1300,1499
controlled,300,4113,0.006062416683103552,0.005126699101665394,0.23700001764843237,0.006080830322702235,3355.675149869246,3283.6483742592072,551844.89153416,540000.0,-0.0039779803465846975,0.016241224762311823,0.8965029633658017,TECK WHYE PRIMARY SCHOOL,non_good,1671,2442
uncontrolled,300,4113,-0.0341892804764817,0.01636518637670754,0.03669449014647324,-0.03361143116381082,-18548.29658490107,-18150.172828457846,551844.89153416,540000.0,-0.06411722036030143,-0.0021112832775929125,0.019068425328378713,TECK WHYE PRIMARY SCHOOL,non_good,1671,2442
controlled,500,8163,0.01724619779363431,0.00470854877290865,0.00024953015175470237,0.01739577208822718,9186.40237173725,9011.009941701679,528082.4745889991,518000.0,0.0080496679535762,0.026828528364406967,0.8899083232216368,TECK WHYE PRIMARY SCHOOL,non_good,3248,4915
uncontrolled,500,8163,-0.00019597815728510798,0.012453107742705685,0.9874439782409327,-0.00019595895482049652,-103.48248977948167,-101.5067385970172,528082.4745889991,518000.0,-0.024303856412240865,0.024507606245715463,0.05147736407551062,TECK WHYE PRIMARY SCHOOL,non_good,3248,4915
controlled,100,637,0.037282621768986224,0.012996653924869851,0.004122506942580328,0.03798633692217379,15641.613500262083,14624.739715036909,411769.46153846156,385000.0,0.011879183733817245,0.06476707195563303,0.9791543045015146,TELOK KURAU PRIMARY SCHOOL,non_good,207,430
uncontrolled,100,637,0.22805678480372654,0.049419481548136523,3.9363655685298485e-06,0.25615665401618326,105477.48749373778,98620.31179623056,411769.46153846156,385000.0,0.14018964173372073,0.38391850063626687,0.25924637971176334,TELOK KURAU PRIMARY SCHOOL,non_good,207,430
controlled,200,1428,0.008337463848477444,0.008831698605280115,0.34514995467161913,0.008372317295972431,3701.042158735826,3390.7885048688345,442057.08263305324,405000.0,-0.008932531182244352,0.025979322580134356,0.9626135263613654,TELOK KURAU PRIMARY SCHOOL,non_good,513,915
uncontrolled,200,1428,0.35240052499538954,0.037380046712865454,4.19964918476098e-21,0.42247814769018843,186759.4574441409,171103.64981452632,442057.08263305324,405000.0,0.32198663730300847,0.530608573157856,0.16622581769762879,TELOK KURAU PRIMARY SCHOOL,non_good,513,915
controlled,300,2537,0.004819329713997146,0.007330252614492262,0.5108867760836533,0.00483096136151806,2254.548144546758,2042.9555882496495,466687.26487977925,422888.0,-0.009502528314264125,0.019371870977439976,0.951544065547731,TELOK KURAU PRIMARY SCHOOL,non_good,813,1724
uncontrolled,300,2537,0.3694845463034401,0.02905330241959035,4.729167076854668e-37,0.4469885667976419,208603.87167132398,189026.10103592117,466687.26487977925,422888.0,0.36689271633497844,0.5317777960344192,0.13433172043333064,TELOK KURAU PRIMARY SCHOOL,non_good,813,1724
controlled,500,3932,0.008874846488478028,0.006111313655609148,0.14644614835628517,0.00891434469895902,4375.395379600592,3997.1921630132247,490826.36215666326,448400.0,-0.0030985179306340926,0.02107196473051509,0.9500057982537284,TELOK KURAU PRIMARY SCHOOL,non_good,1325,2607
uncontrolled,500,3932,0.22880852929063572,0.02303797690308436,3.027469779495741e-23,0.25710131788397406,126192.10456267485,115284.23093917397,490826.36215666326,448400.0,0.20160011118748633,0.31516609287251396,0.09350557537879245,TELOK KURAU PRIMARY SCHOOL,non_good,1325,2607
controlled,100,263,0.029276140713754027,0.0359994226192816,0.416080943432678,0.0297088997697319,15747.045645212625,15300.083381411929,530044.7262357414,515000.0,-0.04044220189944314,0.10498858991491189,0.9803555277225836,TEMASEK PRIMARY SCHOOL,non_good,141,122
uncontrolled,100,263,-0.15242361718151243,0.04898250380364787,0.0018595220675333658,-0.14137552439082357,-74935.35112216846,-72808.39506127413,530044.7262357414,515000.0,-0.2199750125635369,-0.05485593155413515,0.45428960376698835,TEMASEK PRIMARY SCHOOL,non_good,141,122
controlled,200,809,-0.01972384209058657,0.01358937043803809,0.14666380300701604,-0.01953059969683435,-10154.364772612982,-9667.646849933004,519920.78739184176,495000.0,-0.045300844117672545,0.006935262284172294,0.9746948411215093,TEMASEK PRIMARY SCHOOL,non_good,313,496
uncontrolled,200,809,-0.3159717170232868,0.040237252979153454,4.0712313538507806e-15,-0.27091992956932476,-140856.90310182565,-134105.36513681576,519920.78739184176,495000.0,-0.3262099619601351,-0.21109289379587326,0.45974394972048294,TEMASEK PRIMARY SCHOOL,non_good,313,496
controlled,300,1292,-0.009112462747402295,0.010860222170293908,0.40143126292626763,-0.009071070083859989,-4272.465872214597,-3804.805920254569,470999.10294117645,419444.0,-0.02994111020741519,0.01224797223878027,0.9734864756032668,TEMASEK PRIMARY SCHOOL,non_good,509,783
uncontrolled,300,1292,-0.6222942204069534,0.03690010091900847,8.237790384316486e-64,-0.4632883108728081,-218208.37882422548,-194323.5022657341,470999.10294117645,419444.0,-0.5007350779543598,-0.42303289390831544,0.3941281792516068,TEMASEK PRIMARY SCHOOL,non_good,509,783
controlled,500,2218,-0.005097038046720567,0.00840988556755734,0.5444636364437206,-0.005084070190203627,-2335.5007949977858,-2033.6280760814507,459376.1902614969,400000.0,-0.021349222682980007,0.011451408747659375,0.9688283573620444,TEMASEK PRIMARY SCHOOL,non_good,601,1617
uncontrolled,500,2218,-0.48432808976885544,0.02613245158808747,1.106563876207364e-76,-0.3838889709764266,-176349.4529705572,-153555.58839057063,459376.1902614969,400000.0,-0.4146513901021931,-0.3515098632407144,0.28596085488906897,TEMASEK PRIMARY SCHOOL,non_good,601,1617
controlled,100,1569,0.029967066004390475,0.010079548011446926,0.0029485014462634074,0.030420597527254012,19795.43867267609,18556.564491624948,650724.8470363289,610000.0,0.010263463616209112,0.05097991370276822,0.9739459255778978,TOWNSVILLE PRIMARY SCHOOL,non_good,636,933
uncontrolled,100,1569,0.4358174765372391,0.039031596052585736,5.997530661251306e-29,0.5462265463682292,355443.18583264813,333198.19328461983,650724.8470363289,610000.0,0.4323487054311774,0.6691581621349096,0.11847013975285392,TOWNSVILLE PRIMARY SCHOOL,non_good,636,933
controlled,200,3606,0.026833147397573826,0.006992680470327095,0.00012438472236674726,0.027196398072006467,18541.91437520151,17949.622727524267,681778.3121907932,660000.0,0.013214037507391474,0.04137171530690198,0.9689258641285908,TOWNSVILLE PRIMARY SCHOOL,non_good,1306,2300
uncontrolled,200,3606,0.4001267519466838,0.02945016468598176,4.810975269810098e-42,0.49201380131018313,335444.33903183293,324729.10886472085,681778.3121907932,660000.0,0.4083297519759812,0.5806704219496093,0.09959071675336484,TOWNSVILLE PRIMARY SCHOOL,non_good,1306,2300
controlled,300,5274,0.01694210375867269,0.005740971184628862,0.0031665800870378765,0.017086435138884193,11127.681698713346,10744.702218476492,651258.2413045127,628844.0,0.005706017893987836,0.02859563146470867,0.9671332931160072,TOWNSVILLE PRIMARY SCHOOL,non_good,1863,3411
uncontrolled,300,5274,0.28835632421564633,0.024644512299145938,1.2651049281720535e-31,0.3342326388302428,217671.7605511503,210180.1895325652,651258.2413045127,628844.0,0.2713166301561798,0.40026228894781357,0.07815965072059405,TOWNSVILLE PRIMARY SCHOOL,non_good,1863,3411
controlled,500,7719,0.017264813846320757,0.004585071767163961,0.00016625586969444474,0.017414712157817425,10684.152368663994,10100.533051534107,613513.003938334,580000.0,0.008312431171032086,0.02659916164377152,0.9658231636294213,TOWNSVILLE PRIMARY SCHOOL,non_good,2537,5182
uncontrolled,500,7719,0.0508263985696622,0.020084712218469046,0.011386720379551815,0.052140224380002875,31988.70568539432,30241.330140401667,613513.003938334,580000.0,0.011526284164746992,0.09438486086645903,0.06191292557418493,TOWNSVILLE PRIMARY SCHOOL,non_good,2537,5182
controlled,100,497,-0.0029899477098702127,0.010182843972623316,0.7690437085666635,-0.0029854822678044846,-1514.0639648614674,-1456.9153466885884,507142.1730382294,488000.0,-0.022687011849684358,0.017113207970458788,0.9804227562595094,UNITY PRIMARY SCHOOL,non_good,235,262
uncontrolled,100,497,-0.03266685714939454,0.05282857845517998,0.5363408362035019,-0.03213905816046647,-16299.071794901007,-15683.860382307637,507142.1730382294,488000.0,-0.12734140523677495,0.07344935162493282,0.07298975819707754,UNITY PRIMARY SCHOOL,non_good,235,262
controlled,200,730,-0.01857849489820798,0.007156970121314323,0.009435440825542384,-0.018406978476611435,-9176.69124957775,-8835.34966877349,498544.1397260274,480000.0,-0.03208030643090776,-0.004540494108009496,0.9739502940935392,UNITY PRIMARY SCHOOL,non_good,375,355
uncontrolled,200,730,-0.10449927572881246,0.038130403318047186,0.0061331559194342895,-0.09922455018764831,-49467.818013003154,-47627.78409007119,498544.1397260274,480000.0,-0.1640904505863705,-0.029325108734767347,0.068373007535245,UNITY PRIMARY SCHOOL,non_good,375,355
controlled,300,989,-0.029096088720020296,0.00627281589299715,3.5104649384333346e-06,-0.028676873213651533,-14487.91664968696,-14051.66787468925,505212.564206269,490000.0,-0.040545905542138994,-0.016661013716226525,0.9714900952510332,UNITY PRIMARY SCHOOL,non_good,534,455
uncontrolled,300,989,-0.20202128410216752,0.031729188234124725,1.9270010811921219e-10,-0.18292246300461423,-92414.72658548753,-89632.00687226097,505212.564206269,490000.0,-0.23218809641687244,-0.13049576550337205,0.0588331431306609,UNITY PRIMARY SCHOOL,non_good,534,455
controlled,500,1487,-0.0145190462450583,0.005279352825982688,0.00595668164148878,-0.014414153155949072,-7399.337147461655,-7207.076577974536,513338.31876260927,500000.0,-0.024559951280532677,-0.004162826024513566,0.965845064686888,UNITY PRIMARY SCHOOL,non_good,870,617
uncontrolled,500,1487,-0.17478374149997855,0.025139301871445602,3.5859105598546497e-12,-0.16036141988348018,-82319.66167737058,-80180.70994174009,513338.31876260927,500000.0,-0.20073024399490402,-0.11795368219138447,0.06738222080394773,UNITY PRIMARY SCHOOL,non_good,870,617
controlled,100,2530,-0.005619681541014249,0.003966005600453233,0.15649386727503006,-0.005603920668219353,-2981.913122294171,-2936.454430146941,532111.9442687747,524000.0,-0.01330376464689953,0.002156010290801591,0.9670958865080813,VALOUR PRIMARY SCHOOL,non_good,1309,1221
uncontrolled,100,2530,-0.10816404630867708,0.018510541123994417,5.115346924410544e-09,-0.10251964398587265,-54551.92708706529,-53720.29344859727,532111.9442687747,524000.0,-0.13449723259899415,-0.06936058465766526,0.021683826590787048,VALOUR PRIMARY SCHOOL,non_good,1309,1221
controlled,200,3960,-0.004000750950799048,0.003002133703797744,0.18265133983733772,-0.003992758608723168,-2132.93680206003,-2104.1837867971094,534201.2906565657,527000.0,-0.009836237642167345,0.0018852058790594928,0.96088284554688,VALOUR PRIMARY SCHOOL,non_good,1787,2173
uncontrolled,200,3960,-0.028766484545878712,0.014944951903888549,0.05425069005155938,-0.028356668289081455,-15148.168798747422,-14943.964188345926,534201.2906565657,527000.0,-0.05640533965582606,0.0005257593487644208,0.0029242689820759837,VALOUR PRIMARY SCHOOL,non_good,1787,2173
controlled,300,6143,-0.016293117080229503,0.0025294259233852585,1.183539411067026e-10,-0.01616110219853406,-8592.342490224257,-8403.773143237711,531668.0994074557,520000.0,-0.021026584813268023,-0.011271438211040707,0.9544764772125615,VALOUR PRIMARY SCHOOL,non_good,3104,3039
uncontrolled,300,6143,-0.013764580341656585,0.012170846592893702,0.25807747216432897,-0.013670281662076067,-7268.052669640577,-7108.546464279555,531668.0994074557,520000.0,-0.03692061902642374,0.010141357499647397,0.0041877074939700165,VALOUR PRIMARY SCHOOL,non_good,3104,3039
controlled,500,11398,-0.016580007083817423,0.0021260514485174514,6.26485527348805e-15,-0.01644331525946563,-8855.62676071425,-8632.740511219456,538554.8243147921,525000.0,-0.02053332821867826,-0.012336223407740765,0.9430279889847784,VALOUR PRIMARY SCHOOL,non_good,5255,6143
uncontrolled,500,11398,-0.03976998241451957,0.009800970129434127,4.954569101066647e-05,-0.03898953696201213,-20998.003228691534,-20469.50690505637,538554.8243147921,525000.0,-0.05727426703855443,-0.02035016359709607,0.003379709661630814,VALOUR PRIMARY SCHOOL,non_good,5255,6143
controlled,100,1572,-0.021860041503369843,0.005577943335582954,8.891172052460506e-05,-0.021622842334630965,-10988.988176074987,-10487.078532296018,508212.0105216285,485000.0,-0.03226095575515353,-0.010867786792344347,0.9440383748439731,WATERWAY PRIMARY SCHOOL,non_good,745,827
uncontrolled,100,1572,-0.10122312002677702,0.02417008059182461,2.8148391785586364e-05,-0.09626863017826726,-48924.87409306032,-46690.28563645962,508212.0105216285,485000.0,-0.13808315284315453,-0.05242554256368692,0.028502670596401325,WATERWAY PRIMARY SCHOOL,non_good,745,827
controlled,200,3336,-0.002533795987680082,0.00393352554318896,0.5194756136439771,-0.00253058863612321,-1284.3213380444495,-1227.3354885197568,507518.81191247003,485000.0,-0.01019122002724071,0.005189332260702839,0.9382338213048549,WATERWAY PRIMARY SCHOOL,non_good,1331,2005
uncontrolled,200,3336,-0.10806933143531539,0.01600413520244846,1.4523091181973314e-11,-0.10243463522187457,-51987.504366493034,-49680.798082609166,507518.81191247003,485000.0,-0.13015255773844037,-0.07383347365520954,0.019883310865435044,WATERWAY PRIMARY SCHOOL,non_good,1331,2005
controlled,300,5371,0.011591871609131516,0.0031181480006554486,0.00020116405190911846,0.01165931770973927,5946.032533621433,5689.747042352764,509981.1739973934,488000.0,0.0054953458501836305,0.017861076466312964,0.9372416757493618,WATERWAY PRIMARY SCHOOL,non_good,2342,3029
uncontrolled,300,5371,-0.058826070725379834,0.013229650271371582,8.72674440190005e-06,-0.057129252278438236,-29134.843146551193,-27879.07511187786,509981.1739973934,488000.0,-0.0812637414592362,-0.03236076877924554,0.006461731214487232,WATERWAY PRIMARY SCHOOL,non_good,2342,3029
controlled,500,9212,0.022745459422405086,0.0025588211094095055,6.163995559628317e-19,0.023006109837578004,11659.45907586113,11226.981600738065,506798.37478723406,488000.0,0.01788828258468289,0.028149668947533124,0.9405260783972297,WATERWAY PRIMARY SCHOOL,non_good,3826,5386
uncontrolled,500,9212,-0.05602642481643694,0.010332814524179447,5.887512970714589e-08,-0.05448584947758528,-27613.339964142087,-26589.094545061616,506798.37478723406,488000.0,-0.07344209937797053,-0.0351417777151829,0.007352970923101609,WATERWAY PRIMARY SCHOOL,non_good,3826,5386
controlled,100,1462,0.010664699881680392,0.006627852845575358,0.10760035325003733,0.010721770493345772,5538.244744839282,5682.538361473259,516541.9972640219,530000.0,-0.002323188905429263,0.023937297117722744,0.9641682293743695,WELLINGTON PRIMARY SCHOOL,good,784,678
uncontrolled,100,1462,-0.21409749759691507,0.02458338921792931,3.0648358865640103e-18,-0.1927303256676176,-99553.30735369658,-102147.07260383733,516541.9972640219,530000.0,-0.23070513271155713,-0.15288096306462762,0.22304311991952563,WELLINGTON PRIMARY SCHOOL,good,784,678
controlled,200,2382,0.00016354529116349454,0.005030152018529376,0.9740629555761036,0.0001635586654236132,85.92224650763386,88.32167932875112,525329.8337027709,540000.0,-0.009648702329967285,0.010073038159006398,0.9631831906890733,WELLINGTON PRIMARY SCHOOL,good,1364,1018
uncontrolled,200,2382,-0.22638718383330098,0.019448645235357123,2.57246292216713e-31,-0.20259070210105135,-106426.9398444729,-109398.97913456772,525329.8337027709,540000.0,-0.23241536232094773,-0.1716071985255586,0.1472977185057457,WELLINGTON PRIMARY SCHOOL,good,1364,1018
controlled,300,3416,-0.007218803072716759,0.003902122898205297,0.06431814049347948,-0.007192810097479407,-3743.666896518501,-3812.1893516640857,520473.4791803279,530000.0,-0.014756996280903545,0.00042944999502236847,0.9610881825140721,WELLINGTON PRIMARY SCHOOL,good,2037,1379
uncontrolled,300,3416,-0.20018578080754157,0.016269709137108443,8.598246304781033e-35,-0.1814213372543143,-94424.9945983006,-96153.30874478658,520473.4791803279,530000.0,-0.20711287818711943,-0.15489732564902192,0.14030155256233756,WELLINGTON PRIMARY SCHOOL,good,2037,1379
controlled,500,5298,-0.022653564272383166,0.0034079798730154696,2.986969231571114e-11,-0.022398898935907186,-11478.416127235436,-11535.432951992201,512454.4809135523,515000.0,-0.02890716226498824,-0.01584701723182158,0.9577857048931739,WELLINGTON PRIMARY SCHOOL,good,3452,1846
uncontrolled,500,5298,-0.18188126984570036,0.013568362810664127,5.667135448024598e-41,-0.1662996800926838,-85221.01623798608,-85644.33524773216,512454.4809135523,515000.0,-0.1881788818663832,-0.1438308170505579,0.16589689388390094,WELLINGTON PRIMARY SCHOOL,good,3452,1846
controlled,100,1845,-0.02461743021975442,0.008078690078238377,0.0023097960811436797,-0.024316892490846453,-10948.593921063777,-10942.601620880903,450246.4254092141,450000.0,-0.03964441568471622,-0.008744738067570146,0.9329336506151611,WEST GROVE PRIMARY SCHOOL,non_good,1085,760
uncontrolled,100,1845,0.0802979015106098,0.0259671896954628,0.0019862333508774256,0.08360982860193977,37645.02645710045,37624.4228708729,450246.4254092141,450000.0,0.02983872231770701,0.1401884928157513,0.1250512997708707,WEST GROVE PRIMARY SCHOOL,non_good,1085,760
controlled,200,3341,-0.013642398679138244,0.006930162300738398,0.04900432996536675,-0.013549762894856543,-6237.017659263623,-6232.89093163401,460304.56087398983,460000.0,-0.02685824302732953,-5.927881263267931e-05,0.9148396519990692,WEST GROVE PRIMARY SCHOOL,non_good,2118,1223
uncontrolled,200,3341,0.16490404648446783,0.019848370999228968,9.717247815481884e-17,0.17927995722466394,82523.38198380661,82468.78032334542,460304.56087398983,460000.0,0.13428357402925473,0.22606132130759105,0.12689983379821712,WEST GROVE PRIMARY SCHOOL,non_good,2118,1223
controlled,300,4335,-0.021259977177819373,0.006270506547620259,0.0006977236921937278,-0.021035576924493093,-9482.113929063249,-9547.79593910432,450765.57505882357,453888.0,-0.032993604707248325,-0.008929675840021134,0.9119262738947984,WEST GROVE PRIMARY SCHOOL,non_good,2720,1615
uncontrolled,300,4335,0.1314290977158015,0.01628962590182994,7.13013134571091e-16,0.14045704384624935,63313.200140416986,63751.766717286424,450765.57505882357,453888.0,0.10462005139291275,0.1774566894910441,0.16677810180443486,WEST GROVE PRIMARY SCHOOL,non_good,2720,1615
controlled,500,6487,-0.029148182818847183,0.005284680775713038,3.475929520311389e-08,-0.02872747209864801,-13475.627504953558,-13444.45694216727,469085.0437058733,468000.0,-0.03873596466413931,-0.018614773071923163,0.9087337229439939,WEST GROVE PRIMARY SCHOOL,non_good,4473,2014
uncontrolled,500,6487,0.1762095424455485,0.013696437851242572,7.051671158591819e-38,0.19268795121827975,90387.03601882193,90177.96117015493,469085.0437058733,468000.0,0.16109615979151348,0.2251393108015125,0.16806168994470072,WEST GROVE PRIMARY SCHOOL,non_good,4473,2014
controlled,100,1146,-0.012887074588587087,0.008712066841957798,0.13908118628271518,-0.012804391803707404,-7745.771492187383,-7618.613123205906,604930.840209424,595000.0,-0.02951829300118758,0.004197360768223746,0.9243853291309588,WEST SPRING PRIMARY SCHOOL,non_good,673,473
uncontrolled,100,1146,-0.12289381558216794,0.02600270052175241,2.287667382531183e-06,-0.11564243743168945,-69955.67683941765,-68807.25027185523,604930.840209424,595000.0,-0.15958470339877717,-0.06940258984497727,0.04476807222298951,WEST SPRING PRIMARY SCHOOL,non_good,673,473
controlled,200,2236,0.002015904331486587,0.00854356867499767,0.8134669910118719,0.0020179376327074117,1087.9662652682096,1053.2504397658372,539147.6166726297,521944.0,-0.014621541987335784,0.018938397905183812,0.9151798655957085,WEST SPRING PRIMARY SCHOOL,non_good,1521,715
uncontrolled,200,2236,-0.09483667786206232,0.020597037438364295,4.1368773003612955e-06,-0.09047853267090655,-48781.285249555935,-47224.72725638365,539147.6166726297,521944.0,-0.1264648163127644,-0.053009752806187915,0.13121820085721192,WEST SPRING PRIMARY SCHOOL,non_good,1521,715
controlled,300,3386,-0.024582309683136593,0.008289585999292415,0.003022455819703549,-0.024282625374805633,-12781.467457042245,-12335.573690401261,526362.6671234495,508000.0,-0.04000758754264988,-0.0083000836344862,0.9036087437889304,WEST SPRING PRIMARY SCHOOL,non_good,2314,1072
uncontrolled,300,3386,-0.12776608807290177,0.017949456315158128,1.0942218245098155e-12,-0.11994078858350343,-63132.35337570265,-60929.92060041974,526362.6671234495,508000.0,-0.1503638011340045,-0.08842841602941098,0.15133333127588267,WEST SPRING PRIMARY SCHOOL,non_good,2314,1072
controlled,500,5743,-0.0736593254675813,0.007468784030944118,6.064916034346932e-23,-0.07101187746710502,-36142.73244240319,-34582.78432648015,508967.4253317082,487000.0,-0.08451210951366606,-0.05731256439805865,0.8974117428056004,WEST SPRING PRIMARY SCHOOL,non_good,3920,1823
uncontrolled,500,5743,-0.10476483186740648,0.015773916433989857,3.1019087837268496e-11,-0.09946372487928146,-50623.79596570925,-48438.83401621007,508967.4253317082,487000.0,-0.12687950453378083,-0.07118709614614183,0.09206387078351808,WEST SPRING PRIMARY SCHOOL,non_good,3920,1823
controlled,100,1684,-0.005914913715177272,0.005853745787875431,0.3122800470628321,-0.0058974550521703195,-2810.486942179738,-2712.829323998347,476559.28147268406,460000.0,-0.01723795217695545,0.0055739047522656016,0.9677917167388663,WEST VIEW PRIMARY SCHOOL,non_good,682,1002
uncontrolled,100,1684,-0.1054563774267134,0.03069726903472056,0.0005917523902960215,-0.1000862714568651,-47697.04161076364,-46039.68487015795,476559.28147268406,460000.0,-0.1526343901372187,-0.044279459309718994,0.02527479690337664,WEST VIEW PRIMARY SCHOOL,non_good,682,1002
controlled,200,2972,-0.015572674411954729,0.004369382741157301,0.0003651840397662994,-0.01545204729181382,-7425.2685068846995,-7171.047915374124,480536.2271197847,464084.0,-0.02384770480635745,-0.006984180691199771,0.9565173546931536,WEST VIEW PRIMARY SCHOOL,non_good,1195,1777
uncontrolled,200,2972,-0.08222409774521289,0.021452704146678766,0.0001266887910071291,-0.07893447314100455,-37930.87391286631,-36632.22603316995,480536.2271197847,464084.0,-0.11685987399632813,-0.03938041111664803,0.007122162167982671,WEST VIEW PRIMARY SCHOOL,non_good,1195,1777
controlled,300,4281,-0.022965919905561297,0.0037861706263316347,1.3134891655866355e-09,-0.022704210461455987,-10871.814644411048,-10443.936812269754,478845.7481429572,460000.0,-0.029929776101174865,-0.015424825214117255,0.9482037207094937,WEST VIEW PRIMARY SCHOOL,non_good,1769,2512
uncontrolled,300,4281,-0.050189203881650685,0.01771451529684629,0.0046080968523099465,-0.048950534773708365,-23439.755445714225,-22517.245995905847,478845.7481429572,460000.0,-0.0814047278135347,-0.015349727247875422,0.002828164714827053,WEST VIEW PRIMARY SCHOOL,non_good,1769,2512
controlled,500,6938,-0.0038227317697471976,0.003304789259268397,0.24738480478582003,-0.0038154344322048894,-1856.828253710815,-1785.6233142718881,486662.34126261174,468000.0,-0.010247254154556629,0.002658181895525802,0.9394914487402591,WEST VIEW PRIMARY SCHOOL,non_good,2674,4264
uncontrolled,500,6938,-0.0338732957818152,0.014283385637069754,0.017715218543343562,-0.03330601891670126,-16208.785144138672,-15587.21685301619,486662.34126261174,468000.0,-0.059993728216718445,-0.005860619110714227,0.0020565251325196376,WEST VIEW PRIMARY SCHOOL,non_good,2674,4264
controlled,100,1424,-0.02321299919855313,0.00775524633753267,0.0027606925458723173,-0.022945650185572597,-10115.609881186001,-10325.54258350767,440850.87148876407,450000.0,-0.03768484885246859,-0.007980700134545105,0.9713694966148774,WESTWOOD PRIMARY SCHOOL,non_good,684,740
uncontrolled,100,1424,-0.08362687122754064,0.03246872830295118,0.010006263799107082,-0.08022561363702096,-35367.531687601564,-36101.526136659435,440850.87148876407,450000.0,-0.13693526463481398,-0.01978972475171814,0.0748995700377717,WESTWOOD PRIMARY SCHOOL,non_good,684,740
controlled,200,2913,-0.01487371800716337,0.005520801872782112,0.007057416505647902,-0.01476365064284657,-6890.142011881782,-6938.915802137888,466696.3597665637,470000.0,-0.025367195488937178,-0.00404474423414225,0.9641656637906869,WESTWOOD PRIMARY SCHOOL,non_good,1606,1307
uncontrolled,200,2913,0.15940485448145322,0.02618197756811038,1.1408539842721833e-09,0.17281266904246273,80651.0435636613,81221.95444995748,466696.3597665637,470000.0,0.11414598471883797,0.23456851753015018,0.024714404059733575,WESTWOOD PRIMARY SCHOOL,non_good,1606,1307
controlled,300,4667,-0.006212578192828739,0.0044604956947146696,0.16368029272053275,-0.006193320030512539,-2945.725459145395,-2941.827014493456,475629.4595843154,475000.0,-0.01484387689375799,0.0025331965027681758,0.9550782563710366,WESTWOOD PRIMARY SCHOOL,non_good,2459,2208
uncontrolled,300,4667,0.10942743186695013,0.021260718825686024,2.6478405547320497e-07,0.11563910815028833,55001.366516333845,54928.57637138695,475629.4595843154,475000.0,0.07010462382411342,0.1631111499981206,0.025803042623139927,WESTWOOD PRIMARY SCHOOL,non_good,2459,2208
controlled,500,7334,0.023622206232311507,0.0035803167563925532,4.1730970287494414e-11,0.02390342048053573,11100.825541342203,11115.090523449115,464403.2242323425,465000.0,0.016743411058976587,0.031113851408995252,0.939924897723911,WESTWOOD PRIMARY SCHOOL,non_good,4218,3116
uncontrolled,500,7334,0.008115299950009019,0.016562712447614963,0.6241522339116443,0.008148318254025844,3784.1052692408534,3788.9679881220172,464403.2242323425,465000.0,-0.024053604233103543,0.04141276201933719,0.018626989633313995,WESTWOOD PRIMARY SCHOOL,non_good,4218,3116
controlled,100,1037,-0.007545481055943852,0.009687374258622016,0.4360395211872191,-0.007517085378328958,-4222.605242355747,-3984.055250514348,561734.3730761813,530000.0,-0.0261838341716496,0.011507479933899667,0.9592875274281795,WHITE SANDS PRIMARY SCHOOL,non_good,661,376
uncontrolled,100,1037,0.02188130017436595,0.0403936701839657,0.5880243533383371,0.022122451512708974,12426.941431399793,11724.899301735755,561734.3730761813,530000.0,-0.05568010024772574,0.10633515841445029,0.0014347625415386256,WHITE SANDS PRIMARY SCHOOL,non_good,661,376
controlled,200,2317,-0.020382453424175394,0.00563578153526539,0.0002984804586347406,-0.020176135354226465,-11156.296375601929,-10592.471060968894,552945.1592058697,525000.0,-0.03093984081214729,-0.00929287348478014,0.9536188809263729,WHITE SANDS PRIMARY SCHOOL,non_good,1388,929
uncontrolled,200,2317,-0.002211966174501,0.025002179798552362,0.9295023858129912,-0.0022095215801080093,-1221.7442618816278,-1159.9988295567048,552945.1592058697,525000.0,-0.04992679416207613,0.047904343273561745,0.008588099084391398,WHITE SANDS PRIMARY SCHOOL,non_good,1388,929
