blk_no,postal_code,entity_id,latitude,longitude,park_name,park_object_id,park_latitude,park_longitude,euclidean_distance_to_nearest_park_km,nearest_park_estimated_walking_km,walking_time_to_nearest_park_mins
417,650417,647,1.3628798673818387,103.74630370454697,BUKIT GOMBAK PARK,67603,1.3672173562026961,103.7524341787261,0.8358,1.003,12.54
343,400343,107,1.3264556841812434,103.90047696233182,JLN EUNOS INTERIM PK,67542,1.3249340929144309,103.90600138050888,0.6377,0.7653,9.57
139,760139,1354,1.4316941960428065,103.83153763804417,PLATINA RD PG,67571,1.4275453457323766,103.82611872435531,0.7596,0.9115,11.39
936,530936,5555,1.374681019573965,103.87991092503562,PK VILLAS TERRACE PG,67622,1.3689928277510748,103.87996361274367,0.6332,0.7599,9.5
407,600407,11906,1.3188972277637048,103.7486380292725,PANDAN RESERVOIR FITNESS CORNER,67366,1.317499077055364,103.748747848672,0.1561,0.1873,2.34
625,470625,971,1.3339639292904657,103.91609682677343,JLN SENANG PG,67228,1.3290153443370158,103.91556908211406,0.554,0.6648,8.31
146,670146,4954,1.375573184715663,103.76629806083888,CASHEW RD INTERIM PK,67375,1.3724045480241107,103.767967114604,0.3986,0.4784,5.98
542A,551542,5053,1.373579401517794,103.87177650746527,ANG MO KIO LINEAR PK (PLOT 2),67216,1.3793342341848678,103.87176018975934,0.6406,0.7688,9.61
350,650350,8643,1.361721453912585,103.74915871518536,BUKIT GOMBAK PARK,67603,1.3672173562026961,103.7524341787261,0.7122,0.8546,10.68
808D,684808,11714,1.3749210429656284,103.74555888399861,PAVILION PARK PLAYGROUND,67296,1.372285673351358,103.75197729239298,0.7722,0.9266,11.58
619C,823619,8123,1.4024751811261538,103.91069780103894,PUNGGOL WATERWAY PK,67210,1.4109972133075517,103.90481505251175,1.1526,1.3832,17.29
339,650339,2719,1.3632057203294399,103.75054629184375,BUKIT GOMBAK PARK,67603,1.3672173562026961,103.7524341787261,0.4935,0.5922,7.4
891A,521891,3302,1.348767634334032,103.93095983868842,BEDOK RESERVOIR PK,67302,1.3459933259134955,103.92681170207061,0.5554,0.6665,8.33
127A,161127,10958,1.2819670019457499,103.8296678805013,KIM PONG PARK,67312,1.2835903963029025,103.82973723189947,0.1809,0.2171,2.71
470,670470,7435,1.3884121216772327,103.77325055693665,CHESTNUT NATURE PARK,67509,1.3768728987522045,103.7794380914777,1.4575,1.749,21.86
229,600229,6087,1.3417925944628433,103.73802360705403,JLG: CG MRT TOL LINKWAY,67371,1.341095115527777,103.73200024650436,0.6748,0.8098,10.12
875,730875,11871,1.4425660598965908,103.78962427961095,WOODLANDS TOWN PK EAST,67398,1.4366664600214225,103.77932336433604,1.3211,1.5854,19.82
126C,823126,641,1.3940548260376417,103.91067660188381,ST ANNE'S WOOD PG,67270,1.39164006767556,103.9037361498062,0.8178,0.9814,12.27
211,460211,10667,1.3254629780234868,103.93197254445629,AIDA PK,67227,1.3193796217327391,103.92792692780097,0.8132,0.9759,12.2
133,570133,4065,1.3455814119710696,103.85182567789819,KALLANG LINEAR PARK,67599,1.350448945955464,103.855695269338,0.6921,0.8306,10.38
680,680680,11731,1.4033610804773784,103.74491084018393,RAIL CORRIDOR,67532,1.403404697083653,103.7535615435598,0.9627,1.1553,14.44
930,520930,2946,1.3460031138693564,103.9396124785634,BEDOK RESERVOIR PK,67302,1.3459933259134955,103.92681170207061,1.4246,1.7095,21.37
48,380048,7241,1.3177861308050167,103.87943292675436,GEYLANG EAST PK,67300,1.3217717845209322,103.88765907111089,1.0173,1.2208,15.26
985,530985,5308,1.3814853544084926,103.88002847563344,MUGLISTON PK PG,67428,1.3854458918400063,103.87790631675026,0.5002,0.6002,7.5
639,820639,4124,1.3994768219661489,103.91606302960022,CONEY ISLAND PARK,67635,1.409458552511285,103.92150970647593,1.2657,1.5189,18.99
356C,403356,12826,1.3275025590025347,103.9000786205239,JLN EUNOS INTERIM PK,67542,1.3249340929144309,103.90600138050888,0.7185,0.8622,10.78
606,640606,5362,1.3380238629412815,103.69928641038028,YUNNAN PARK,67363,1.3374845229127315,103.6929015341445,0.7131,0.8557,10.7
462,680462,11493,1.3775166886093557,103.73520765253474,CHOA CHU KANG PK,67631,1.3862657900588096,103.74745761156976,1.6754,2.0105,25.13
531,460531,7139,1.3333004415004048,103.92606854147338,BEDOK TOWN PK,67304,1.3349549871046933,103.92387217567484,0.3061,0.3673,4.59
325,820325,11053266,1.4134765740706727,103.89872775356241,PUNGGOL WATERWAY PK,67210,1.4109972133075517,103.90481505251175,0.7315,0.8778,10.97
15,460015,8346,1.3209127784786399,103.93553524843288,SENNETT AVE LINEAR PK,67544,1.3175811142104479,103.93596368818606,0.3739,0.4487,5.61
417,760417,1663,1.4240251069338203,103.8464525184479,YISHUN PK,67408,1.4243757202843608,103.84260969126039,0.4294,0.5153,6.44
464,790464,12993,1.397606630766757,103.8759934950597,FERNVALE PARK,67421,1.397514524960232,103.87487871240788,0.1245,0.1494,1.87
113A,161113,8407,1.280203282492373,103.8252442228343,KIM PONG PARK,67312,1.2835903963029025,103.82973723189947,0.6263,0.7515,9.39
358,400358,12995,1.3294914875485893,103.89897990678298,JALAN SINGA PARK,67416,1.3309719001808131,103.90693883543742,0.9009,1.0811,13.51
75B,152075,9253,1.2884584780913517,103.8158859154207,TIONG BAHRU PK,67601,1.28761728173432,103.82402678837296,0.9108,1.093,13.66
354,530354,6760,1.3724841214659376,103.8994587722921,PUNGGOL PK,67641,1.3769375783384572,103.89864411031115,0.504,0.6048,7.56
136,730136,8768,1.4383781144091845,103.77773329128676,WOODLANDS TOWN PK EAST,67398,1.4366664600214225,103.77932336433604,0.26,0.312,3.9
120B,822120,10063,1.3947329874663768,103.90756483658848,ST ANNE'S WOOD PG,67270,1.39164006767556,103.9037361498062,0.5478,0.6574,8.22
109B,342109,12501,1.333418082907084,103.8726715747717,GREENWAY SOUTH,67646,1.3351785173592499,103.87206082493839,0.2074,0.2489,3.11
278,540278,11052968,1.3814615142928877,103.89003374167208,PUNGGOL PK,67641,1.3769375783384572,103.89864411031115,1.0825,1.299,16.24
613,470613,11215,1.3319668538785856,103.9170688007969,JLN SENANG PG,67228,1.3290153443370158,103.91556908211406,0.3685,0.4422,5.53
220,600220,10977,1.3410891149182882,103.73748507314454,JLG: CG MRT TOL LINKWAY,67371,1.341095115527777,103.73200024650436,0.6104,0.7325,9.16
250A,541250,3897,1.3916706333305664,103.89986998753535,ST ANNE'S WOOD PG,67270,1.39164006767556,103.9037361498062,0.4303,0.5163,6.45
86,440086,12661,1.3018483331652497,103.90691772251206,MARINE PARADE RD PK,67234,1.3048983342893457,103.90802872780476,0.3613,0.4336,5.42
147,470147,986,1.3348502733492207,103.91174726076339,JALAN SINGA PARK,67416,1.3309719001808131,103.90693883543742,0.6876,0.8251,10.31
54,461054,5030,1.3248594188737692,103.94255404377773,JLN LIMAU KASTURI OS,67471,1.3244942567204065,103.94622771976445,0.4109,0.493,6.16
47,310047,11054727,1.336871951940578,103.85404402653617,TOA PAYOH TOWN PK,67315,1.3305698250733216,103.84795477931803,0.9754,1.1705,14.63
205,600205,5485,1.337522217648867,103.74288155171776,JLG: CG MRT TOL LINKWAY,67371,1.341095115527777,103.73200024650436,1.2746,1.5295,19.12
327,120327,1089,1.3140030581825575,103.76652353876216,TAMAN MAS MERAH PLAYGROUND,67367,1.308703286122327,103.76472555154503,0.623,0.7476,9.34
615,510615,8615,1.376365501773669,103.94161976823561,ELIAS TERRACE PG,67620,1.372228429977703,103.94108425200557,0.4644,0.5573,6.97
354,610354,3970,1.3390461602288461,103.72111138803803,LAKESIDE GROVE PLAYGROUND,67390,1.3400730144092117,103.71859444248109,0.3025,0.363,4.54
204,530204,217,1.3588633678395117,103.8850633553387,SURIN AVE NEIGHBOURHOOD PK,67566,1.355576444984194,103.88408561767399,0.3817,0.4581,5.73
230,524230,13181,1.3559008688764516,103.95275413456513,TAMPINES ECO GREEN PK,67637,1.363710485093235,103.94837674998735,0.9966,1.1959,14.95
61,600061,4400,1.322402001344574,103.73861915465291,PANDAN RESERVOIR FITNESS CORNER,67366,1.317499077055364,103.748747848672,1.2524,1.5029,18.79
271B,642271,6845,1.3505676778692524,103.70434049430874,WESTWOOD PARK PLAYGROUND,67380,1.3518026478484713,103.70105312473154,0.3908,0.469,5.86
250,680250,10731,1.3792736137418222,103.74544878356193,CHOA CHU KANG PK,67631,1.3862657900588096,103.74745761156976,0.8098,0.9718,12.15
117A,751117,11054880,1.4450462321410256,103.83041305028628,JLN SENDUDOK PARK,67587,1.4438998767856779,103.8271629642837,0.3835,0.4602,5.75
461D,654461,11055633,1.354451919685985,103.74035981966225,JLG: CG MRT TOL LINKWAY,67371,1.341095115527777,103.73200024650436,1.7539,2.1047,26.31
327A,821327,11053513,1.412506125276197,103.89905626013464,PUNGGOL WATERWAY PK,67210,1.4109972133075517,103.90481505251175,0.6625,0.795,9.94
698C,533698,7187,1.37536472266661,103.88831412679954,JLN NAUNG PG,67624,1.3695631217362014,103.89282189717287,0.8178,0.9813,12.27
647,730647,1859,1.4378863008865217,103.80102209936246,WOODLANDS HEALING GARDEN,67457,1.4250692853589946,103.79271594626627,1.7,2.0401,25.5
131,460131,10590,1.3269971368083502,103.93583043007793,SENNETT AVE OS,67470,1.3187872216611933,103.93933426138598,0.9936,1.1924,14.9
550,460550,4991,1.332410766237805,103.92653931846232,BEDOK TOWN PK,67304,1.3349549871046933,103.92387217567484,0.4103,0.4923,6.15
177,610177,3885,1.3333320464133944,103.72140726325982,JLG: LAKESIDE GARDEN,67453,1.3336633469353454,103.72694884216446,0.6178,0.7414,9.27
431A,761431,1637,1.4197340876269748,103.84729232902734,YISHUN PK,67408,1.4243757202843608,103.84260969126039,0.7339,0.8806,11.01
340,120340,9155,1.3187284708911584,103.77007719172448,CLEMENTI CRESCENT PG,67290,1.323522495815528,103.77329951691915,0.643,0.7716,9.64
406,560406,3731,1.3619776913233688,103.85386033896305,BISHAN-ANG MO KIO PARK (RIVER PLAINS),67446,1.3605206612389362,103.84886679994811,0.5789,0.6947,8.68
531,670531,3315,1.3855670452010405,103.76428582390218,PHOENIX PARK,67292,1.3758898083445699,103.75723986270971,1.3324,1.5989,19.99
131,160131,8473,1.2802089530037204,103.82835511663389,KIM PONG PARK,67312,1.2835903963029025,103.82973723189947,0.4066,0.488,6.1
875,520875,6211,1.3526506584615534,103.93197858518978,BEDOK RESERVOIR PK,67302,1.3459933259134955,103.92681170207061,0.938,1.1256,14.07
63A,601063,10044,1.3211301202230206,103.73898122881107,PANDAN RESERVOIR FITNESS CORNER,67366,1.317499077055364,103.748747848672,1.1597,1.3916,17.39
7,190007,5422,1.3044247972041898,103.8637024991388,NORTH BRIDGE GARDEN,67591,1.3041093226000757,103.86214555169653,0.1768,0.2122,2.65
856A,521856,8873,1.3523600087193715,103.93807159506983,SUN PLAZA PK,67650,1.358555426020404,103.94344045133047,0.9125,1.095,13.69
332,400332,6234,1.3269132747107828,103.90263983046242,JLN EUNOS INTERIM PK,67542,1.3249340929144309,103.90600138050888,0.4342,0.521,6.51
742,730742,10899,1.4440070685781927,103.79602227677694,ADMIRALTY PK,67621,1.4503318491161403,103.78004641287625,1.9122,2.2946,28.68
338,650338,5734,1.3633875760197263,103.750832642127,BUKIT GOMBAK PARK,67603,1.3672173562026961,103.7524341787261,0.4621,0.5545,6.93
58,330058,3755,1.3232638431865338,103.86794610432693,BENG WAN RD PG,67590,1.3238060154412399,103.86583529863027,0.2425,0.291,3.64
507,680507,11693,1.3890122153797035,103.74139232225681,CHOA CHU KANG PK,67631,1.3862657900588096,103.74745761156976,0.741,0.8892,11.12
455,530455,413,1.3774543631003155,103.89538703403201,PUNGGOL PK,67641,1.3769375783384572,103.89864411031115,0.367,0.4404,5.51
661C,823661,10112,1.4021633625145842,103.9173323911746,CONEY ISLAND PARK,67635,1.409458552511285,103.92150970647593,0.9357,1.1229,14.04
120A,311120,3929,1.3396402853221414,103.84587069329461,TOA PAYOH TOWN PK,67315,1.3305698250733216,103.84795477931803,1.036,1.2432,15.54
547,560547,1684,1.3742051418875423,103.85821873686568,NIM MEADOW PARK,67437,1.3786166192909368,103.86340432365589,0.7578,0.9093,11.37
766,730766,9247,1.4461177359624244,103.7972367323125,WOODLANDS WATERFRONT PK,67205,1.4533560651459223,103.78131812725178,1.9461,2.3354,29.19
451B,652451,10014,1.3525347127797667,103.74328452340407,BUKIT BATOK TOWN PARK,67513,1.3573543336113614,103.75607205285507,1.5209,1.8251,22.81
216,550216,5812,1.3575381834317406,103.87312969577576,BOUNDARY ROAD PARK,67594,1.354040197150928,103.87478098464692,0.4306,0.5167,6.46
570,730570,10974,1.4309216514924112,103.78992420443315,WOODLANDS HEALING GARDEN,67457,1.4250692853589946,103.79271594626627,0.7218,0.8661,10.83
519,550519,5196,1.371749242273492,103.87465332768849,PK VILLAS TERRACE PG,67622,1.3689928277510748,103.87996361274367,0.6659,0.7991,9.99
104C,562104,9715,1.3719216227073598,103.83827643877358,MAYFLOWER CRESCENT PG,67266,1.3727323067422557,103.83952885224149,0.166,0.1993,2.49
217,510217,3818,1.3694152100949522,103.96089217005589,LOYANG VIEW PG,67489,1.3630395003065414,103.96563729241967,0.8846,1.0616,13.27
452,510452,4442,1.3715320539226847,103.95737300479779,PASIR RIS TOWN PK,67643,1.371689215460841,103.95240633384716,0.553,0.6636,8.3
111,320111,7289,1.3212636354807843,103.85838218086413,MAR THOMA ROAD PARK,67574,1.3273571946335365,103.86202838719863,0.7904,0.9485,11.86
475,640475,11952,1.3480991259290798,103.72507225431801,JLG: CG MRT TOL LINKWAY,67371,1.341095115527777,103.73200024650436,1.0965,1.3158,16.45
172,310172,9016,1.3303896066672514,103.84305595010757,TOA PAYOH TOWN PK,67315,1.3305698250733216,103.84795477931803,0.5456,0.6547,8.18
272A,511272,4515,1.364857351215282,103.96505258473105,LOYANG VIEW PG,67489,1.3630395003065414,103.96563729241967,0.2126,0.2551,3.19
623B,522623,11051981,1.3613853339691595,103.94094956338178,TAMPINES BOULEVARD PARK,67604,1.3616782626546735,103.94395200611825,0.3357,0.4029,5.04
23,163023,4302,1.2847369861915807,103.82689522844008,KIM PONG PARK,67312,1.2835903963029025,103.82973723189947,0.3411,0.4093,5.12
219,670219,9651,1.3741869406328915,103.7726867485013,ALMOND CRESCENT PG,67551,1.3732124444606688,103.77198060528261,0.134,0.1607,2.01
572B,732572,11496,1.4316125739204038,103.78963592003119,WOODLANDS HEALING GARDEN,67457,1.4250692853589946,103.79271594626627,0.805,0.966,12.08
827,520827,908,1.3496393659671964,103.93376684909249,BEDOK RESERVOIR PK,67302,1.3459933259134955,103.92681170207061,0.874,1.0488,13.11
473B,532473,11051637,1.3760464461473225,103.90112085985274,PUNGGOL PK,67641,1.3769375783384572,103.89864411031115,0.2929,0.3515,4.39
493A,520493,6899,1.3625598898709759,103.9524586737796,TAMPINES ECO GREEN PK,67637,1.363710485093235,103.94837674998735,0.472,0.5664,7.08
304,730304,9732,1.4300399918944455,103.77382225872289,MARSILING PARK,67397,1.4376329309119356,103.76993442393145,0.9495,1.1395,14.24
461B,762461,11052426,1.4286299156872653,103.85055965314939,YISHUN PK,67408,1.4243757202843608,103.84260969126039,1.0035,1.2042,15.05
211A,461211,1038,1.325545981294716,103.93149534768142,AIDA PK,67227,1.3193796217327391,103.92792692780097,0.793,0.9516,11.9
32,160032,158,1.2874482381183727,103.82842322111091,KIM PONG PARK,67312,1.2835903963029025,103.82973723189947,0.4537,0.5444,6.81
146A,681146,12856,1.3810365213285443,103.75307406507667,PHOENIX PARK,67292,1.3758898083445699,103.75723986270971,0.737,0.8844,11.06
140C,613140,11052738,1.3274010680315596,103.72417385855773,JLG: LAKESIDE GARDEN,67453,1.3336633469353454,103.72694884216446,0.7625,0.915,11.44
464,650464,12163,1.3575748454200387,103.74214644650544,BUKIT BATOK TOWN PARK,67513,1.3573543336113614,103.75607205285507,1.55,1.8599,23.25
961,530961,671,1.3776794173154108,103.87876134942228,LUXUS HILLS PARK,67219,1.3794773521581778,103.87472773096466,0.4915,0.5898,7.37
508,550508,2887,1.3718807719161084,103.87584633198144,PK VILLAS TERRACE PG,67622,1.3689928277510748,103.87996361274367,0.5597,0.6717,8.4
411B,792411,9934,1.390160633983316,103.87704959975888,MUGLISTON PK PG,67428,1.3854458918400063,103.87790631675026,0.5334,0.6401,8.0
602,560602,9387,1.380733576214544,103.83533881727833,SERENADE WALK PG,67350,1.3799210099649377,103.83455966687733,0.1253,0.1504,1.88
603C,823603,1045,1.4034139804307042,103.90787996591334,PUNGGOL WATERWAY PK,67210,1.4109972133075517,103.90481505251175,0.9105,1.0926,13.66
654A,641654,7252,1.3361162361262002,103.6984132645536,YUNNAN PARK,67363,1.3374845229127315,103.6929015341445,0.632,0.7584,9.48
210,600210,5847,1.3388347666841165,103.73878010506832,JLG: CG MRT TOL LINKWAY,67371,1.341095115527777,103.73200024650436,0.7954,0.9545,11.93
3,130003,7448,1.3037614272877716,103.7824619684771,ONE-NORTH PARK,67409,1.304278278205548,103.79036831078187,0.8818,1.0581,13.23
256B,822256,10218,1.4060534674992027,103.89606559863248,PUNGGOL WATERWAY PK,67210,1.4109972133075517,103.90481505251175,1.1185,1.3422,16.78
921,530921,8418,1.3763769707413405,103.88416782481725,PK VILLAS TERRACE PG,67622,1.3689928277510748,103.87996361274367,0.9458,1.135,14.19
443B,652443,11071,1.3560796786520162,103.73784722613753,JLG: CG MRT TOL LINKWAY,67371,1.341095115527777,103.73200024650436,1.7905,2.1486,26.86
286,650286,5533,1.346687614470489,103.75827583243374,BUKIT BATOK NATURE PARK,67514,1.3500086942922516,103.76462219368499,0.7972,0.9566,11.96
547B,462547,11054923,1.3297365094200435,103.9253927424492,BEDOK TOWN PK,67304,1.3349549871046933,103.92387217567484,0.6051,0.7261,9.08
202,120202,11166,1.3206039441053954,103.76271126548737,FABER HILLS PLAYGROUND,67201,1.3197672502528837,103.75797647582053,0.5351,0.6421,8.03
352A,751352,793,1.450656339608583,103.81965238890912,PARK AT SEMBAWANG ALLEY,67313,1.448734239880062,103.81904332032455,0.2244,0.2693,3.37
33A,462033,7019,1.3232355903139257,103.93921888237611,SENNETT AVE OS,67470,1.3187872216611933,103.93933426138598,0.4954,0.5944,7.43
633,520633,12641,1.3654417858974763,103.94126559746331,TAMPINES BOULEVARD PARK,67604,1.3616782626546735,103.94395200611825,0.5147,0.6176,7.72
829,640829,11055054,1.3449605456180993,103.6940524234382,YUNNAN PARK,67363,1.3374845229127315,103.6929015341445,0.842,1.0104,12.63
144,350144,11193,1.3326214708801618,103.86556124525747,ST MICHAEL'S FC,67278,1.3264955858864727,103.86510904659656,0.6838,0.8205,10.26
809,680809,6331,1.3751007855400843,103.74454419477016,PAVILION PARK PLAYGROUND,67296,1.372285673351358,103.75197729239298,0.8846,1.0615,13.27
212,360212,12839,1.3427912551477432,103.87548106048985,BIDADARI PK,67633,1.3406917048976057,103.87432584718341,0.2667,0.3201,4.0
126,470126,2423,1.332727839779289,103.9108854348153,JALAN SINGA PARK,67416,1.3309719001808131,103.90693883543742,0.4807,0.5769,7.21
931,530931,6983,1.3755664953417166,103.88053757989556,PK VILLAS TERRACE PG,67622,1.3689928277510748,103.87996361274367,0.7346,0.8815,11.02
149,160149,2601,1.2772826960138026,103.83180649421975,SILAT AVENUE PARK,67458,1.2760758381481567,103.82980087493317,0.2605,0.3126,3.91
55,600055,9790,1.3218724037702798,103.73742049355045,PANDAN RESERVOIR FITNESS CORNER,67366,1.317499077055364,103.748747848672,1.3514,1.6216,20.27
726,120726,12248,1.30389091477601,103.76422083546622,JALAN MAS KUNING PLAYGROUND,67365,1.307851607721145,103.76352509593494,0.4477,0.5372,6.71
465A,121465,12307,1.3093692596923516,103.76756501071567,TAMAN MAS MERAH PLAYGROUND,67367,1.308703286122327,103.76472555154503,0.3246,0.3895,4.87
104C,753104,11050787,1.4497075468381628,103.8318185593704,PEBBLE GARDEN,67569,1.4506449229190037,103.82949312449735,0.279,0.3348,4.19
897B,731897,9316,1.436126042487344,103.79393450026734,WOODLANDS HEALING GARDEN,67457,1.4250692853589946,103.79271594626627,1.2383,1.4859,18.57
615,530615,12862,1.3686616551692146,103.88503630270604,POH HUAT RD PG,67623,1.3669371159297643,103.88161112353755,0.4268,0.5122,6.4
661A,731661,1968,1.4358412380025034,103.79838206335977,WOODLANDS HEALING GARDEN,67457,1.4250692853589946,103.79271594626627,1.3548,1.6258,20.32
171,730171,178,1.4340176594339122,103.77652209259925,WOODLANDS TOWN PK EAST,67398,1.4366664600214225,103.77932336433604,0.4291,0.5149,6.44
334,550334,2621,1.3500973474150038,103.87081367999488,JLN RIANG PG,67346,1.3471426063181149,103.86739535755741,0.5029,0.6035,7.54
38A,331038,1020,1.3201146778524706,103.86686208699433,BENG WAN RD PG,67590,1.3238060154412399,103.86583529863027,0.4265,0.5118,6.4
2,130002,2514,1.3031301662987875,103.78292063589511,ONE-NORTH PARK,67409,1.304278278205548,103.79036831078187,0.8387,1.0064,12.58
446,790446,5195,1.3921203483061193,103.8732661617798,FERNVALE PARK,67421,1.397514524960232,103.87487871240788,0.6267,0.7521,9.4
771,730771,9248,1.446854028098077,103.79803060335537,WOODLANDS WATERFRONT PK,67205,1.4533560651459223,103.78131812725178,1.9957,2.3949,29.94
413A,731413,9419,1.4279397617831564,103.77226704636357,MARSILING PARK,67397,1.4376329309119356,103.76993442393145,1.1098,1.3318,16.65
2,431002,3082,1.3031200605679494,103.8839254533392,MT BATTEN RD/OLD AIRPORT RD OS,67233,1.3057405504569246,103.88330755751575,0.2997,0.3597,4.5
188A,731188,12910,1.4382187443824719,103.7740754402188,MARSILING PARK,67397,1.4376329309119356,103.76993442393145,0.4654,0.5585,6.98
621,670621,329,1.3861485617727618,103.7628251777402,VILLA VERDE PK,67570,1.3904215007176348,103.75295144222655,1.1974,1.4368,17.96
425,750425,1278,1.4543447203038733,103.81854446537044,PARK AT SEMBAWANG ALLEY,67313,1.448734239880062,103.81904332032455,0.627,0.7524,9.41
579,530579,7270,1.379023193966797,103.8860877316949,MUGLISTON PK PG,67428,1.3854458918400063,103.87790631675026,1.1577,1.3892,17.36
233A,311233,7335,1.338438623969979,103.85889178312615,CARMICHAEL RD PG,67615,1.3426814392412174,103.86300718141767,0.6579,0.7895,9.87
635,410635,7466,1.330734613740603,103.90483212057637,JALAN SINGA PARK,67416,1.3309719001808131,103.90693883543742,0.2359,0.2831,3.54
184,570184,12490,1.350136269322553,103.85249129432191,KALLANG LINEAR PARK,67599,1.350448945955464,103.855695269338,0.3583,0.4299,5.37
337A,611337,2888,1.3377470028358942,103.72287463029322,LAKESIDE GROVE PLAYGROUND,67390,1.3400730144092117,103.71859444248109,0.5422,0.6506,8.13
271,680271,11460,1.3786396724827472,103.74233017657772,CHOA CHU KANG PK,67631,1.3862657900588096,103.74745761156976,1.0229,1.2275,15.34
106A,101106,11009,1.2805744091439304,103.811032944042,TELOK BLANGAH HILL PARK,67602,1.2786594119313208,103.81025373344491,0.2301,0.2762,3.45
243,570243,7683,1.3610874825421957,103.8446627925834,BISHAN-ANG MO KIO PARK (RIVER PLAINS),67446,1.3605206612389362,103.84886679994811,0.4721,0.5665,7.08
128,460128,2965,1.327732480603333,103.93901756788176,JLN PARI DEDAP PG,67493,1.3330205537381883,103.9438804788435,0.7996,0.9596,11.99
436A,791436,7590,1.3928341519904126,103.87650257962969,FERNVALE PARK,67421,1.397514524960232,103.87487871240788,0.5515,0.6618,8.27
169C,823169,4162,1.393586685922275,103.91421420809836,ST ANNE'S WOOD PG,67270,1.39164006767556,103.9037361498062,1.186,1.4232,17.79
711,730711,5994,1.441307595273675,103.79748996614136,WOODLANDS HEALING GARDEN,67457,1.4250692853589946,103.79271594626627,1.8841,2.2609,28.26
628,530628,7066,1.369531096121499,103.88068007491674,PK VILLAS TERRACE PG,67622,1.3689928277510748,103.87996361274367,0.0997,0.1197,1.5
213C,823213,11053529,1.4006888803333521,103.89890411806316,ST ANNE'S WOOD PG,67270,1.39164006767556,103.9037361498062,1.1419,1.3702,17.13
699C,533699,8405,1.3764370852941155,103.88852270443435,JLN NAUNG PG,67624,1.3695631217362014,103.89282189717287,0.9025,1.083,13.54
6,430006,9975,1.3131781585964977,103.89721470343105,CARPMAEL PARK,67229,1.3115022361536728,103.89895133769063,0.2686,0.3224,4.03
301C,543301,2471,1.3887350108631498,103.89097914255451,SENGKANG RIVERSIDE PK,67436,1.3994482127895833,103.88432517223448,1.4038,1.6845,21.06
333A,541333,9695,1.3946508948087597,103.89095365955605,SENGKANG RIVERSIDE PK,67436,1.3994482127895833,103.88432517223448,0.9107,1.0928,13.66
7,391007,8724,1.3076670938068828,103.88253744875426,MT BATTEN RD/OLD AIRPORT RD OS,67233,1.3057405504569246,103.88330755751575,0.231,0.2771,3.46
181,310181,2748,1.333580393462125,103.8509503068387,TOA PAYOH TOWN PK,67315,1.3305698250733216,103.84795477931803,0.4727,0.5673,7.09
406,750406,423,1.4530434910405856,103.81701800461836,PARK AT SEMBAWANG ALLEY,67313,1.448734239880062,103.81904332032455,0.53,0.636,7.95
724,730724,11126,1.4448335686525793,103.79885134741313,WOODLANDS WATERFRONT PK,67205,1.4533560651459223,103.78131812725178,2.1696,2.6035,32.54
690A,681690,11403,1.402870223093479,103.75154905791014,RAIL CORRIDOR,67532,1.403404697083653,103.7535615435598,0.2317,0.2781,3.48
62B,143062,11054951,1.294468562783441,103.81093248514195,CAMP ROAD INTERIM PARK,67332,1.3024565695089576,103.81847352134145,1.2227,1.4673,18.34
